id,name,wilayah,kecamatan,kelurahan,jenis_tps,latitude,longitude,alamat
738,Tps rw 4,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 4,-6.2693088697,106.869495373,Pengangkutan sampah sebulan sekali
490,TPS Rw. 05 Gempol,Jakarta Pusat,Kemayoran,UTAN PANJANG,TIPE 4,-6.16139,106.854301,Pinggir Jalan
119,Pasar Walang Baru,Jakarta Utara,Koja,RAWA BADAK SELATAN,TIPE 2,-6.126568,106.899161, 
1065,TPS Cipinang,Jakarta Timur,Ciracas,CIRACAS,TIPE 3,-6.334189,106.875901,Truk libur hari Rabu
439,TPS pasar kwitang,Jakarta Pusat,Senen,KWITANG,TIPE 4,-6.184359,106.84119,bak beton
66,TPS RW 010,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.165086,106.906276, 
297,PLN,Jakarta Selatan,Mampang Prapatan,Tidak Diketahui,TIPE 4,-6.235345,106.82074,Seminggu 7x
152,TPS RW 019,Jakarta Utara,Kelapa Gading,Tidak Diketahui,TIPE 4,-6.165221,106.921246, 
6486,Door To Door_SENEN,Jakarta Pusat,Senen,Tidak Diketahui,Door to Door,-6.17675361734,106.840397231, 
68,TPS RW 017 KGT,Jakarta Utara,Kelapa Gading,Tidak Diketahui,TIPE 4,-6.17599,106.89676, 
621,Bak bengkel bubut,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.192577,106.922793, 
1142,Kavling 1,Jakarta Timur,Ciracas,CIBUBUR,TIPE 2,-6.304392,106.876081,seminggu sekali
518,Kebon sirih,Jakarta Pusat,Tanah Abang,KAMPUNG BALI,TIPE 4,-6.1826239087,106.818632245, 
1059,Tps Rw 005,Jakarta Timur,Makasar,KEBON PALA,TIPE 4,-6.258407,106.873833,pengangkutan sampah di angkut 15 hari sekali
763,TPS RT 25 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.20882,106.85225,Truk datang setiap sebulan sekali
1174,TPS BARET BIRU,Jakarta Timur,Pasar Rebo,KALISARI,TIPE 2,-6.33152821351,106.846852257,Banyak warga langsung buang ke lokasi dan pengangkutan 2x seminggu
6494,Lintas_MARUNDA,Jakarta Utara,Cilincing,Tidak Diketahui,Lintas,-6.10302500071,106.957991272, 
718,TPS Lapas Kelas 1 Cipinang,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 3,-6.21593841483,106.885969065,seminggu 4x pengangkutan
293,Cyber,Jakarta Selatan,Mampang Prapatan,MAMPANG PRAPATAN,TIPE 2,-6.238522,106.823939,Seminggu 4x
434,Pasar Senen blok 6,Jakarta Pusat,Senen,Tidak Diketahui,TIPE 3,-6.17412,106.843128, 
304,Museum Satria Mandala,Jakarta Selatan,Mampang Prapatan,Tidak Diketahui,TIPE 2,-6.23147084563,106.819125568,Seminggu 6x
1006,Pasar Perniagaan,Jakarta Barat,Tambora,TAMBORA,TIPE 4,-6.1431384,106.8092384,Pasar Perniagaan seminggu Sekali Angkat
688,Panti Bina Laras Harapan Sentosa,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 3,-6.319528,106.890809,Seminggu 2 kali pengangkatan
299,Dinas pariwisata,Jakarta Selatan,Mampang Prapatan,Tidak Diketahui,TIPE 3,-6.234661,106.822478,Seminggu 3x
723,Rusun Bidara Cina,Jakarta Timur,Jatinegara,BIDARACINA,TIPE 3,-6.24354866735,106.86707399,pengangkutan 2 hari sekali
469,TPS Rw 01 Sukarjo Wiryopranoto,Jakarta Pusat,Gambir,KEBON KELAPA,TIPE 4,-6.1604537355,106.822840322,pengangkutan setiap hari
638,Tps RW 05,Jakarta Utara,Kelapa Gading,KELAPA GADING BARAT,TIPE 4,-6.181883,106.9220623, 
587,Taman Modern,Jakarta Timur,Cakung,UJUNG MENTENG,TIPE 2,-6.193419,106.954633, 
262,bak kepu,Jakarta Utara,Cilincing,Tidak Diketahui,TIPE 4,-6.098037,106.969416,fasilitas tps menggunakan bak beton dan pengangkutan menggunakan kendaran gerobak motor LH
624,Rusun Tipar,Jakarta Timur,Cakung,CAKUNG BARAT,TIPE 4,-6.1717713,106.9367363, 
1245,TPS LINTAS RW 16,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 4,-6.134805,106.723947, 
1240,Rw14,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149578,106.728634,Seminggu 6x
938,TPS RW. 08,Jakarta Barat,Kembangan,KEMBANGAN SELATAN,TIPE 4,-6.18357033065,106.751532113, 
1022,Wijaya kusuma RW 09,Jakarta Timur,Duren Sawit,DUREN SAWIT,TIPE 4,-6.22930853447,106.904859197,"pengangkutan setiap, minggu libur"
365,TPS saco,Jakarta Selatan,Pasar Minggu,RAGUNAN,TIPE 4,-6.310594,106.816227,Pengangkutan 6x seminggu
1326,Manggabolong,Jakarta Selatan,Jagakarsa,Tidak Diketahui,TIPE 4,-6.34909,106.823188,Operasioanal pelayanan warga seminggu 2x
128,Pasar pelita,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 2,-6.12885838061,106.891097381,Seminggu 1-2 x pengakutan
1189,TPS Lebak Sari,Jakarta Timur,Pasar Rebo,Tidak Diketahui,TIPE 3,-6.321205,106.851835,pengangkutan dilakukan seminggu 2 kali dan tps tersebuat bak container dan ada tenaga kru
776,TPS RT 022 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.2087753,106.8543444,Truk datang sebulan 1x
775,TPS RT 021 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.2080717,106.853692,Truk datang sebulan 1x
605,Bak 2 protokol komarudin,Jakarta Timur,Cakung,CAKUNG BARAT,TIPE 4,-6.186342,106.942786, 
1098,SDI,Jakarta Timur,Makasar,KEBON PALA,TIPE 4,-6.26289537759,106.873572039,Truk datang seminggu 1x tidak setiap hari
818,Tps rw 04,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.14716,106.769252,pengangkutan 7hari 1x
87,TPS RW 008,Jakarta Utara,Kelapa Gading,KELAPA GADING BARAT,TIPE 2,-6.143973,106.902426, 
174,TPS RUSUN BUDHA SUCI,Jakarta Utara,Penjaringan,Tidak Diketahui,TIPE 3,-6.107914,106.7725,2 MINGGU 1X PENGANGKUTAN
711,TPS PD Pasar Elok,Jakarta Timur,Jatinegara,Tidak Diketahui,TIPE 4,-6.22063488954,106.889188333,setiap 5 hari sekali pengangkutan
522,TPS RW 02 gelora,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 2,-6.209122,106.795207,Kapasitas & Luas belum terisi
572,TPS Kepu Timur,Jakarta Pusat,Kemayoran,KEMAYORAN,TIPE 4,-6.168195,106.844816,Pinggir Jalan
294,TPS Kodim,Jakarta Selatan,Kebayoran Lama,KEBAYORAN LAMA SELATAN,TIPE 4,-6.25503,106.7808,0
69,TPS RW 019 KGT,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.172248,106.901923, 
727,Bulak Rantai,Jakarta Timur,Kramatjati,TENGAH,TIPE 1,-6.2860738,106.8692335,pengangkutan setiap hari
904,TPS RW 4 Green Garden,Jakarta Barat,Kebon Jeruk,KEDOYA UTARA,TIPE 1,-6.171759,106.757382, 
204,TPS PASAR MAJA,Jakarta Utara,Koja,LAGOA,TIPE 4,-6.118887,106.903667,sampah lebih sering langsung naik ke truk tanpa dikumpulkan
653,Pasar Cakung,Jakarta Timur,Cakung,CAKUNG BARAT,TIPE 4,-6.183113,106.935011, 
495,TPS PN 9 (Transit),Jakarta Pusat,Cempaka Putih,RAWASARI,TIPE 4,-6.189281,106.863392, 
1110,Tps Rw 002 Cipinang Melayu,Jakarta Timur,Makasar,CIPINANG MELAYU,TIPE 4,-6.240061,106.885123,Pengangkutan sampah dilakukan 2 hari sekali
1252,TPS  Buda tzuchi,Jakarta Barat,Cengkareng,CENGKARENG TIMUR,TIPE 3,-6.132045,106.738711,1 Minggu sekali
811,Bak Beton Rw.05,Jakarta Timur,Pulogadung,CIPINANG,TIPE 4,-6.209963,106.892923,1 minggu 1x
956,RW. 09 Pajak (Sore),Jakarta Barat,Kebon Jeruk,KEMANGGISAN,TIPE 4,-6.18882,106.783006,"Pelayanan Senin - Sabtu, Hari minggu libur pengangkutan pagi dan malam"
1198,KPAD Sederhana,Jakarta Timur,Pasar Rebo,GEDONG,TIPE 2,-6.305817,106.859222,"Pengangkutan 3 hari sekali, swadaya 3 gerobak"
229,Tps rw 12,Jakarta Utara,Cilincing,CILINCING,TIPE 3,-6.137272,106.918674,Rutin tiap hari pengangkutan
813,Bak konsentrasi Rw06,Jakarta Timur,Pulogadung,Tidak Diketahui,TIPE 3,-6.189853,106.906275, 
1012,Tps Rw 014,Jakarta Timur,Duren Sawit,KLENDER,TIPE 2,-6.21651,106.922325,pengangkutan 2 hari sekali
700,TPS Madu Indah,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.311734,106.904083,seminggu 2x
107,Tps Rw 03 Semper Barat 2,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.134217,106.925283,Jika ada penumpukan diangkut 2 x se hari
1056,TPS Jl. Makmur Atas,Jakarta Timur,Ciracas,SUSUKAN,TIPE 3,-6.310113,106.866128,Angkut 2 hari 1x
233,TPS Tradisional B. Melayu,Jakarta Utara,Koja,RAWA BADAK SELATAN,TIPE 4,-6.1352839,106.903308, 
447,Palmerah selatan,Jakarta Pusat,Tanah Abang,Tidak Diketahui,TIPE 4,-6.207704,106.796176, 
1068,TPS BaK Agung Trophy,Jakarta Timur,Ciracas,Tidak Diketahui,TIPE 4,-6.33803387681,106.872874532,Truk datang 2 minggu 1x
778,TPS RT 028 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.20802276629,106.853716992,Truk datang sebulan 1x
266,Tps.puskesmas,Jakarta Utara,Cilincing,Tidak Diketahui,TIPE 3,-6.126176,106.94055,Dua hari sekali
671,Bak Beton Rt 05,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.297331,106.908056, 
352,TPS RW. 04 Cipete Selatan,Jakarta Selatan,Cilandak,Tidak Diketahui,TIPE 3,-6.27408550595,106.806312707,Berada di pertengahan kampung lokasi tpsnya. Bukan dustbin tapi kontainer.
591,Bak ujung,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.18721229112,106.923113143, 
674,TPS RT.03 RW.05 (JPO),Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.317627,106.906285,1 minggu 3x
212,TPS LINTAS RW 15 DOOR TO DOOR,Jakarta Utara,Koja,TUGU UTARA,TIPE 4,-6.123348,106.904073,"TIDAK ADA FASILITAS, SAMPAH LANGSUNG DIANGKUT KE TRUK DOOR TO DOOR"
997,Pull Gerobak Rw 01,Jakarta Barat,Tambora,Tidak Diketahui,TIPE 4,-6.157026,106.807903,Truk Setiap Hari Masuk libur hanya hari sabtu
974,07,Jakarta Barat,Taman Sari,PINANGSIA,TIPE 4,-6.130876,106.813551, 
1217,TPS RW 01,Jakarta Timur,Kramatjati,DUREN SAWIT,TIPE 4,-6.25659091184,106.871466489,pengangkutan seminggu 1x
165,TPS ARWANA,Jakarta Utara,Penjaringan,Tidak Diketahui,TIPE 1,-6.139769,106.794914, 
70,TPS RW 013,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.163417,106.906218, 
41,Pool container 04,Jakarta Selatan,Setiabudi,KUNINGAN TIMUR,TIPE 2,-6.228189,106.833706,Seminggu 4x pengangkutan
183,TPS DOOR TO DOOR RW 07,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.118461,106.784456, 
248,TPS RW 08,Jakarta Utara,Cilincing,CILINCING,TIPE 3,-6.1038,106.9364, 
323,TPS RW. 003 Kemandoran Kel. Grogol Utara,Jakarta Selatan,Kebayoran Lama,GROGOL UTARA,TIPE 3,-6.2077,106.787,1
285,Pool gerobak Jalan Inspeksi ciliwung bukit duri,Jakarta Selatan,Tebet,Tidak Diketahui,TIPE 4,-6.2180269,106.8559972,0
828,TPS RW.10,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 2,-6.142197,106.736236,Truck datang setiap hari 6 kali dalam seminggu kecuali sabtu libur
859,Full gerobak Rw 05,Jakarta Barat,Grogol Petamburan,JELAMBAR,TIPE 4,-6.16090908087,106.787197392,Warga agak banyak sampahnya angkut senin rabu jumat
1266,Container Sampah RW 13,Jakarta Barat,Kalideres,Tidak Diketahui,TIPE 4,-6.127021,106.709266,Hari Minggu Libur
1121,TPS RW 04 Halim,Jakarta Timur,Makasar,HALIM PERDANA KUSUMA,TIPE 2,-6.277264,106.889931,pengangkutan setiap hari
482,Jl. Tanah Abang 3 (Transit),Jakarta Pusat,Gambir,PETOJO SELATAN,TIPE 4,-6.176854,106.815707,angkut setiap hari minggu libur
762,TPS PUSZIAD,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.207605,106.856836,"Truk datang seminggu 2x, yaitu setiap Hari Senin dan Kamis"
1206,Jl Damai kalisari,Jakarta Timur,Pasar Rebo,KALISARI,TIPE 4,-6.3374806,106.8601883,"kegiatan di hari senin dan kamis, sebenernya tidak menggunakan gerobak, tetapi warga yg datang dan mengumpulkan sampahnya di beberapa titik untuk di angkut dan pengangkutan 2x seminggu"
209,TPS LIAR LINTAS KRAMAT JAYA RW. 017,Jakarta Utara,Koja,TUGU UTARA,TIPE 4,-6.123337,106.916833,TIDAK ADA FASILITAS KARENA PEMBUANGAN SAMPAH LIAR. LANGSUNG DIANGKUT KE TRUK
74,TPS RW 012,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.16815,106.90266, 
67,TPS RW 016 KGT,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.16177,106.90266, 
970,Poll Gerobak RW 02,Jakarta Barat,Taman Sari,MANGGA BESAR,TIPE 4,-6.142717,106.820897, 
1305,dustbin Jl. Madrasah RW 3,Jakarta Selatan,Cilandak,Tidak Diketahui,TIPE 4,-6.268117,106.796875, 
464,Pejambon,Jakarta Pusat,Gambir,GAMBIR,TIPE 2,-6.176028,106.832723,pengangkutan setiap hari
1287,Pool dustbin,Jakarta Selatan,Setiabudi,KUNINGAN TIMUR,TIPE 4,-6.226652,106.823543, 
699,TPS Palem Kartika Depan,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.312278,106.899001, 
303,Pasar kecil (Transit),Jakarta Selatan,Mampang Prapatan,Tidak Diketahui,TIPE 3,-6.245435,106.81571,Seminggu 6x
623,Bak indomaret,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.19356636335,106.922824958, 
774,TPS RT 018 RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.2082823,106.8532757,Truk datang sebulan 1x
341,TPS RW. 04 Cipulir (Transit),Jakarta Selatan,Kebayoran Lama,CIPULIR,TIPE 4,-6.23712019069,106.772029988,1
1220,TPS RW 12,Jakarta Timur,Kramatjati,CILILITAN,TIPE 4,-6.2602114013,106.865472845,"pengangkutan seminggu sekali, langsung TPS Gerobak Sampah, langsung di angkut saja."
1330,Jl. Gardu RW. 05,Jakarta Selatan,Jagakarsa,Tidak Diketahui,TIPE 4,-6.35031,106.812539,Seminggu 2x
1347,Grand bima mansion,Jakarta Timur,Cipayung,CEGER,TIPE 1,-6.320937,106.889451, 
946,TPS RW 06,Jakarta Barat,Pal Merah,SLIPI,TIPE 2,-6.195612,106.804297,Pembuangan 2 hari sekali
757,TPS RW 01,Jakarta Timur,Kramatjati,DUKUH,TIPE 3,-6.28662410431,106.87696235,pengangkutan per 5 hari 1x
1083,TPS 3R RW 03 Halim Perdana Kusuma,Jakarta Timur,Makasar,HALIM PERDANA KUSUMA,TIPE 3R,-6.281309,106.900557,pengangkutan setiap hari
330,TPS RW. 8 Kel Grogol Utara,Jakarta Selatan,Kebayoran Lama,GROGOL UTARA,TIPE 3,-6.2178,106.7891,1
1218,TPS RW 03,Jakarta Timur,Kramatjati,CILILITAN,TIPE 2,-6.26447073742,106.872142163,pengangkutan setiap hari
313,Al Falah (Transit),Jakarta Selatan,Mampang Prapatan,MAMPANG PRAPATAN,TIPE 4,-6.244064,106.825613,Seminggu 7x
502,Cempaka Putih Tengah 31(Transit),Jakarta Pusat,Cempaka Putih,CEMPAKA PUTIH TIMUR,TIPE 4,-6.170567,106.872531,Lokasi TPS tersebut hanya tambahan muatan
187,TPS DOOR TO DOOR RW 03,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.116314,106.779036, 
732,Bak beton rw 03,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 4,-6.267733,106.871735,Pengangkutan 2 minggu sekali
787,TPS RW11 (Transit),Jakarta Timur,Pulogadung,PISANGAN TIMUR,TIPE 4,-6.2021374,106.8832781, 
487,Jl. Jati Baru (Transit),Jakarta Pusat,Gambir,CIDENG,TIPE 4,-6.18130257259,106.813551075,pengangkutan setiap hari
742,TPS RW 08 Cawang,Jakarta Timur,Kramatjati,CAWANG,TIPE 4,-6.254186,106.86097,Truk datang setiap 1 minggu dua kali
902,TPS RW 5 Sunrise Garden,Jakarta Barat,Kebon Jeruk,KEDOYA UTARA,TIPE 4,-6.175464,106.764945, 
1064,Tps rw 05,Jakarta Timur,Makasar,PINANGRANTI,TIPE 3,-6.28049614965,106.883468739,"Rutin, setiap hari"
1307,Jl. Turi (Pelayanan Warga),Jakarta Selatan,Jagakarsa,BARU,TIPE 2,-6.325351,106.841768,Operasional Pengangkutan sampah dilakukan sebanyak 2x dalam seminggu
184,TPS DOOR TO DOOR RW 08,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.121553,106.774806, 
1119,TPS RW 03 Kukila,Jakarta Timur,Makasar,CIPINANG MELAYU,TIPE 3,-6.279279,106.908331,Truk datang seminggu 1x
7244,Door to Door_KEBON KACANG,Jakarta Pusat,Tanah Abang,KEBON KACANG,Door to Door,-6.19219651589,106.815023807, 
63,BERMIS KGT,Jakarta Utara,Kelapa Gading,KELAPA GADING TIMUR,TIPE 4,-6.175375,106.89961, 
1173,TPS RAHAYU,Jakarta Timur,Pasar Rebo,KALISARI,TIPE 4,-6.332379,106.848699,Banyak warga buang langsung disini dan  pengangkutan seminggu 1x
1066,TPS Komplek Polri,Jakarta Timur,Ciracas,CIRACAS,TIPE 4,-6.334842,106.87137,truk datang seminggu 1x
364,TPS RW. 008 Petukangan Selatan (Door to Door),Jakarta Selatan,Pesanggrahan,PETUKANGAN SELATAN,TIPE 4,-6.24600546,106.7498737,0
177,TPS RW 015,Jakarta Utara,Penjaringan,PLUIT,TIPE 3,-6.122706,106.775986,TRUK DATANG 5X SEHARI
1117,TPS Pringgondani,Jakarta Timur,Makasar,Tidak Diketahui,TIPE 4,-6.253699,106.882044,Truk datang seminggu 1x
980,Poll gerobak rw 04 Glodok,Jakarta Barat,Taman Sari,GLODOK,TIPE 4,-6.146809,106.811495,Truk kendaraan datang 3x dalam 1 Minggu
615,Bak gardu,Jakarta Timur,Cakung,RAWATERATE,TIPE 4,-6.191327,106.922909, 
768,TPS RT 012/ RW 03 Kel. Kebon Manggis,Jakarta Timur,Matraman,KEBON MANGGIS,TIPE 4,-6.206091,106.852232,Truk datang sebulan 1x
1160,Jl Selayar/Denzibang,Jakarta Timur,Pasar Rebo,CIJANTUNG,TIPE 2,-6.3149846,106.86009,penangkutan seminggu sekali dan berda di dalam komplek TNI
215,TPS PASAR TUGU,Jakarta Utara,Koja,TUGU UTARA,TIPE 2,-6.127158,106.91781,FASILITAS HANYA BAK KONTAINER
750,TPS Komplek Zeni,Jakarta Timur,Kramatjati,TENGAH,TIPE 4,-6.29732508266,106.8700825,"Truk pengangkut sampah di lokasi ini datang setiap 2 minggu sekali, tergantung panggilan, kalau tidak ada sebulan sekali"
85,TPS RW 017,Jakarta Utara,Kelapa Gading,KELAPA GADING BARAT,TIPE 2,-6.144093,106.902742, 
307,Bangka 1 (Transit),Jakarta Selatan,Mampang Prapatan,PELA MAMPANG,TIPE 4,-6.240772,106.820608,Seminggu 6x
59,TPS Pasar Rawa Badak Utara,Jakarta Utara,Koja,RAWA BADAK UTARA,TIPE 2,-6.11504,106.895612, 
498,TPS Mardani Raya (Transit),Jakarta Pusat,Johar Baru,CEMPAKA PUTIH BARAT,TIPE 4,-6.181179,106.861043,Pinggir Jalan
348,BUNCIT INDAH,Jakarta Selatan,Pasar Minggu,PEJATEN BARAT,TIPE 2,-6.271074,106.83235,Truk pengangkutan  seminggu 2x
179,TPS DOOR TO DOOR RW 18,Jakarta Utara,Penjaringan,PLUIT,TIPE 4,-6.115231,106.777036, 
239,Asrama brimob,Jakarta Utara,Cilincing,CILINCING,TIPE 4,-6.10557549305,106.936850858, 
962,TPS RW. 03,Jakarta Barat,Taman Sari,GLODOK,TIPE 4,-6.144109,106.810759,"1,5 ton/hari sampah masuk ke tps"
61,TPS RW 002 KGT,Jakarta Utara,Kelapa Gading,PEGANGSAAN DUA,TIPE 4,-6.168534,106.897329, 
889,RW 05 Kodam,Jakarta Barat,Kalideres,KALIDERES,TIPE 3R,-6.1570025,106.6972047,3 X seminggu
270,Rw09 Airud,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.10796745405,106.929159558,"Produksi sampah 500kg, Tiap hari"
81,TPS RW 006 KGB,Jakarta Utara,Kelapa Gading,KELAPA GADING BARAT,TIPE 4,-6.15024,106.90414, 
880,01 Semanan,Jakarta Barat,Kalideres,SEMANAN,TIPE 1,-6.15632,106.71234,Dalam seminggu 2x
1304,tong dustbin H Nawi,Jakarta Selatan,Cilandak,Tidak Diketahui,TIPE 4,-6.26592,106.797228,lintas jalur
937,TPS RW. 03,Jakarta Barat,Kembangan,KEMBANGAN UTARA,TIPE 3,-6.17579572914,106.748753045,Truck seminggu tiga kali
64,PERINTIS KEMERDEKAAN,Jakarta Timur,Pulogadung,PULOGADUNG,TIPE 4,-6.178542,106.90081, 
406,TPS Kabeda,Jakarta Selatan,Jagakarsa,SRENGSENG SAWAH,TIPE 4,-6.358758,106.813903,Pengangkutan sampah dilakukan seminggu 6x
1292,TPS Pagalarang,Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.302481,106.9195281,Seminggu 2x
389,TPS RW. 007 Ulujami,Jakarta Selatan,Pesanggrahan,ULUJAMI,TIPE 4,-6.24846442,106.7663749,0
491,TPS Jl. Kalibaru Barat,Jakarta Pusat,Kemayoran,UTAN PANJANG,TIPE 4,-6.166406,106.850371,Pinggir Jalan
1184,"Jl. Gandaria I, II, III, IV (Transit)",Jakarta Timur,Pasar Rebo,PEKAYON,TIPE 4,-6.34758,106.86404,Pengankutan 6 hari minggu libur
1184,"Jl. Gandaria I, II, III, IV (Transit)",Jakarta Timur,Pasar Rebo,PEKAYON,TIPE 4,-6.34758,106.86404,Pengankutan 6 hari minggu libur
363,TPS 05 Pejaten timur,Jakarta Selatan,Pasar Minggu,Tidak Diketahui,TIPE 2,-6.270729,106.849762,Dalam 1 Minggu mobil Dateng 6 kali
642,Bak Beton AURI,Jakarta Timur,Cakung,UJUNG MENTENG,TIPE 4,-6.188397,106.962973, 
810,Jagal,Jakarta Timur,Pulogadung,CIPINANG,TIPE 4,-6.211201,106.8957, 
327,TPS RW. 11 Kel Grogol Utara,Jakarta Selatan,Kebayoran Lama,GROGOL UTARA,TIPE 3,-6.21167576782,106.786933967,1
437,TPS kenari 2,Jakarta Pusat,Senen,KENARI,TIPE 4,-6.193281,106.846523, 
1073,Transit KPAD,Jakarta Timur,Ciracas,Tidak Diketahui,TIPE 3,-6.360934,106.89042,"6 hari pengangkutan dalam seminggu, dalam seminggu sehari ada yang 2 rit"
1233,Rw 02,Jakarta Barat,Cengkareng,CENGKARENG BARAT,TIPE 1,-6.149505,106.728546,Seminggu 2x
1004,TPS Pasar Mitra,Jakarta Barat,Tambora,Tidak Diketahui,TIPE 3,-6.14470532667,106.806837318,sampah dipinggir jalan
133,TPS RW 10,Jakarta Utara,Tanjung Priok,Tidak Diketahui,TIPE 2,-6.14450999224,106.858801047, 
897,Tps sungai yordan (Transit),Jakarta Barat,Kebon Jeruk,DURI KEPA,TIPE 4,-6.167182,106.769838, 
399,TPS RW 1 Menteng dalem,Jakarta Selatan,Tebet,Tidak Diketahui,TIPE 3,-6.2417837,106.8428527,1 Minggu sekali
557,Pasar Sumur Batu,Jakarta Pusat,Kemayoran,CEMPAKA BARU,TIPE 4,-6.164636,106.864155, 
1261,TPS Pool Gerobak Rw 7,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.144642,106.75304,Seminggu sekali
240,Pool Gerobak RW 01,Jakarta Utara,Cilincing,KALIBARU,TIPE 4,-6.105,106.927, 
1258,TPS RW 02,Jakarta Barat,Cengkareng,Tidak Diketahui,TIPE 4,-6.154366,106.76823,Seminggu 2x
505,TPS RW.07 Duri Pulo,Jakarta Pusat,Gambir,CIDENG,TIPE 4,-6.16412725038,106.801921661,pengangkutan setiap hari
441,TPS Gunung Agung,Jakarta Pusat,Senen,KWITANG,TIPE 4,-6.182574,106.837076, 
82,Jl. Inpeksi kalikresek,Jakarta Utara,Koja,LAGOA,TIPE 3,-6.110118,106.907026, 
241,Tps 03 budidarma,Jakarta Utara,Cilincing,CILINCING,TIPE 2,-6.114007,106.927437,-
142,TPS RW 12,Jakarta Utara,Pademangan,PADEMANGAN BARAT,TIPE 2,-6.12973379344,106.835967178, 
1337,DIPO POLRI MUNJUL,Jakarta Timur,Cipayung,MUNJUL,TIPE 2,-6.34867,106.8921, 
7300,Door to Door_BAMBU APUS,Jakarta Timur,Cipayung,Tidak Diketahui,Door to Door,-6.30868455751,106.899230247, 
875,TPS 3R Karya Mandiri,Jakarta Barat,Kalideres,TEGAL ALUR,TIPE 3R,-6.121825,106.714041, 
600,BKT RW 02,Jakarta Timur,Cakung,UJUNG MENTENG,TIPE 4,-6.186934,106.971319, 
1357,"TPS RW 01, 02, 03",Jakarta Timur,Cakung,RAWATERATE,TIPE 3,-6.187123,106.912439, 
781,rw.03 tablo,Jakarta Timur,Pulogadung,PULOGADUNG,TIPE 4,-6.187438,106.898954, 
1109,Tps rw 003 cipinang melayu,Jakarta Timur,Makasar,CIPINANG MELAYU,TIPE 3,-6.23979856561,106.891420566,"Terkadang 2 ritasi jika lokasi crowded, pengangkutan setiap hari"
205,TPS Jl. Alur Laut Door to Door,Jakarta Utara,Koja,RAWA BADAK SELATAN,TIPE 4,-6.129027,106.89914,Sampah liar di pinggir Jl. Alur Laut
1019,Pool gerobak RW 16,Jakarta Timur,Duren Sawit,DUREN SAWIT,TIPE 4,-6.24094,106.9121,"pengangkutan setiap hari, minggu libur"
690,TPS 02 (Transit),Jakarta Timur,Cipayung,Tidak Diketahui,TIPE 4,-6.3529,106.911,Pengangkutan Seminggu 3x
737,Tps rw 6,Jakarta Timur,Kramatjati,KRAMATJATI,TIPE 2,-6.271256,106.867382,pengangkutan setiap hari
756,TPS RW 03,Jakarta Timur,Kramatjati,RAMBUTAN,TIPE 1,-6.297421,106.874684,pengangkutan setiap hari
138,TPS RW 02,Jakarta Utara,Pademangan,ANCOL,TIPE 3,-6.1315432,106.8208345, 
427,TPS Pramuka Jati,Jakarta Pusat,Cempaka Putih,PASEBAN,TIPE 1,-6.19567,106.858105,pengangkutan setiap hari
1356,TPS RW 10 RAWA KEPITING,Jakarta Timur,Cakung,JATINEGARA,TIPE 4,-6.1951877,106.9203447,Penganngkutan rutin setiap hari
